Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Use production,Supplier,Purchase cost,Available for sale [JERGUN CRAFT],Price [JERGUN CRAFT],In stock [JERGUN CRAFT],Low stock [JERGUN CRAFT],Optimal stock [JERGUN CRAFT]
"lindemans-(-begin)-pecheresse-(peach,tart,sweet)",10307,LINDEMANS  PECHERESSE 250 ml,เบียร์คราฟท์,,N,,,,,,,126.00,5411223100838,,,Y,,บริษัท กัปตันบาร์เรล จำกัด,126.00,Y,179.00,1.000,3.000,9.000
lindemans-kriek-250ml.,10503,LINDEMANS KRIEK 250ml.,เบียร์คราฟท์,,N,,,,,,,136.17,5411223100463,,,Y,,บริษัท กัปตันบาร์เรล จำกัด,136.17,Y,179.00,1.000,3.000,6.000
"lindmans-(belgium)-framboise-(rose)-(-tart,raspberry,funky)",10308,LINDMANS  FRAMBOISE (rose) 250 ml,เบียร์คราฟท์,,N,,,,,,,132.10,5411223100487,,,Y,,บริษัท กัปตันบาร์เรล จำกัด,132.10,Y,179.00,2.000,3.000,9.000
lion-lager-can--500-ml,10418,Lion Lager Can  500 ml,เบียร์คราฟท์,,N,,,,,,,115.00,4791059042948,,,Y,,บริษัท เมอรี่ ริช ด๊อก จำกัด,115.00,Y,129.00,1.000,3.000,9.000
lion-stout-can-500-ml,10417,Lion Stout Can 500 ml,เบียร์คราฟท์,,N,,,,,,,130.77,4791059042702,,,Y,,บริษัท เมอรี่ ริช ด๊อก จำกัด,130.77,Y,187.00,0.000,3.000,9.000
los-vascos-(dbr)-cabernet-sauvgnon-750ml.,10847,Los Vascos (DBR) Cabernet Sauvgnon 750ml.,ไวน์,,N,,,,,,,627.56,7804360111009,,,Y,,บริษัท เกรท ไวน์แอนด์สปิริต จำกัด,627.56,Y,790.00,1.000,1.000,2.000
los-vascos-chagual-cabernet-sauvignon-750ml.,10846,Los Vascos Chagual cabernet sauvignon 750ml.,ไวน์,,N,,,,,,,763.98,7804360000846,,,Y,,บริษัท เกรท ไวน์แอนด์สปิริต จำกัด,763.98,Y,990.00,2.000,1.000,2.000
los-vascos-cromas-cabernet-franc-gran-reserva-750ml.,10845,Los Vascos Cromas Cabernet Franc gran reserva 750ml.,ไวน์,,N,,,,,,,900.45,7804360000587,,,Y,,บริษัท เกรท ไวน์แอนด์สปิริต จำกัด,900.45,Y,1090.00,2.000,1.000,2.000
los-vascos-cromas-carmenere-gran-reserva-750ml.,10844,Los Vascos Cromas Carmenere gran reserva 750ml.,ไวน์,,N,,,,,,,900.45,7804360000488,,,Y,,บริษัท เกรท ไวน์แอนด์สปิริต จำกัด,900.45,Y,1090.00,2.000,1.000,2.000
los-vascos-cromas-gran-reserva-cabernet-750ml.,10843,Los Vascos Cromas Gran Reserva Cabernet 750ml.,ไวน์,,N,,,,,,,900.45,7804360000471,,,Y,,บริษัท เกรท ไวน์แอนด์สปิริต จำกัด,900.45,Y,1090.00,2.000,1.000,2.000
lower-east-side-blended-malt-scotch-whisky-70-cl,10609,Lower East Side Blended Malt Scotch Whisky 70 CL,เหล้านำเข้า,,N,,,,,,,1498.00,5060395410100,,,Y,,บริษัท อินดิเพนเด้นท์ ไวน์ แอนด์ สปิริต (ประเทศไทย) จำกัด,1498.00,Y,1800.00,2.000,1.000,1.000
วอดก้าหมาใจดำ-amrit-650ml.,10749,Maajaidum วอดก้าหมาใจดำ Amrit 650ML.,สุราชุมชน,,N,,,,,,,715.00,8857121185169,,,Y,,บริษัท หมาใจดำ จำกัด,715.00,Y,899.00,6.000,3.000,6.000
mahanakhon-hazy-ipa,10085,Mahanakhon Hazy IPA 490 ml,เบียร์คราฟท์,,N,,,,,,,122.50,8859373200775,,,Y,,บริษัท กรุ๊ปบี จำกัด,122.50,Y,190.00,0.000,3.000,9.000
mahanakhon-pale-ale,10084,Mahanakhon Pale Ale 490 ml,เบียร์คราฟท์,,N,,,,,,,105.00,8859373200751,,,Y,,บริษัท กรุ๊ปบี จำกัด,105.00,Y,160.00,0.000,3.000,9.000
mahanakhon-cashmere-single-hops,10265,Mahanakhon Session IPA 490 ml,เบียร์คราฟท์,,N,,,,,,,109.00,8855796022314,,,Y,,บริษัท กรุ๊ปบี จำกัด,109.00,Y,150.00,0.000,3.000,9.000
mahanakhon-white-ale,10578,Mahanakhon White Ale 490 ml,เบียร์คราฟท์,,N,,,,,,,105.00,8859373200768,,,Y,,บริษัท กรุ๊ปบี จำกัด,105.00,Y,150.00,0.000,3.000,6.000
mahanakhon-white-ipa,10107,Mahanakhon White IPA 490 ml,เบียร์คราฟท์,,N,,,,,,,105.00,8859373200744,,,Y,,บริษัท กรุ๊ปบี จำกัด,105.00,Y,160.00,0.000,3.000,9.000
maisel-weisse-dunkel-500ml,10516,Maisel Weisse Dunkel 500ml,เบียร์คราฟท์,,N,,,,,,,139.30,40173689,,,Y,,บริษัท เมอรี่ ริช ด๊อก จำกัด,139.30,Y,175.00,9.000,3.000,6.000
maisel-weisse-kristal-500ml,10517,Maisel Weisse Kristal 500ml,เบียร์คราฟท์,,N,,,,,,,144.45,4017300020016,,,Y,,บริษัท เมอรี่ ริช ด๊อก จำกัด,144.45,Y,175.00,6.000,3.000,6.000
maisel-weisse-original-500ml,10515,Maisel Weisse Original 500ml,เบียร์คราฟท์,,N,,,,,,,144.45,4017300020009,,,Y,,บริษัท เมอรี่ ริช ด๊อก จำกัด,144.45,Y,175.00,6.000,3.000,6.000
maschio-gran-cuvee-vino-spumante-extra-dry-75cl.,10422,MASCHIO GRAN CUVEE VINO SPUMANTE EXTRA DRY 750 ml.,ไวน์,,N,,,,,,,421.71,8002550506188,,,Y,,บริษัท ทัช คอมเมอร์เชียล โฮลดิ้ง จำกัด,421.71,Y,469.00,4.000,3.000,6.000
maschio-prosecco-doc-treviso-spumante-extra-dary-75cl.,10362,MASCHIO PROSECCO DOC TREVISO SPUMANTE EXTRA DARY 750 ml,ไวน์,,N,,,,,,,529.22,8001540002228,,,Y,,บริษัท ทัช คอมเมอร์เชียล โฮลดิ้ง จำกัด,529.22,Y,599.00,6.000,3.000,6.000
maschio-prosecco-rose-extar-dry-75cl.,10377,MASCHIO PROSECCO ROSE EXTAR DRY 750 ml.,ไวน์,,N,,,,,,,540.27,8002550507277,,,Y,,บริษัท ทัช คอมเมอร์เชียล โฮลดิ้ง จำกัด,540.27,Y,609.00,13.000,3.000,6.000
maschio-rose-vino-spumante-extra-dry-75cl.,10423,MASCHIO ROSE VINO SPUMANTE EXTRA DRY 750 ml.,ไวน์,,N,,,,,,,420.34,8002550503637,,,Y,,บริษัท ทัช คอมเมอร์เชียล โฮลดิ้ง จำกัด,0.00,Y,469.00,8.000,3.000,6.000
max-beer-summer-in-the-rain,10268,MAX BEER summer in the rain 330 ml,เบียร์คราฟท์,,N,,,,,,,139.00,8855796036649,,,Y,,บริษัท กรุ๊ปบี จำกัด,139.00,Y,190.00,7.000,3.000,9.000
mccormick-vodka-75-cl,10495,McCormick Vodka 75 CL,เหล้านำเข้า,,N,,,,,,,395.90,085592104541,,,Y,,บริษัท อินดิเพนเด้นท์ ไวน์ แอนด์ สปิริต (ประเทศไทย) จำกัด,395.90,Y,490.00,1.000,1.000,1.000
"mcguigan-merlot-private-bin-australia-2016,750-ml",10911,"MCGUIGAN MERLOT PRIVATE BIN AUSTRALIA 2016,750 ML",ไวน์,,N,,,,,,,471.00,9310415011517,,,Y,,บริษัท เตียเจริญ เบฟเวอเรจ จำกัด,471.00,Y,499.00,1.000,6.000,12.000
mcwilliam's-660-canberra-syrah-2021-75cl.,10366,MCWILLIAM'S 660 CANBERRA SYRAH 2021 750 ml.,ไวน์,,N,,,,,,,496.47,9311769004620,,,Y,,บริษัท ทัช คอมเมอร์เชียล โฮลดิ้ง จำกัด,496.47,Y,599.00,5.000,3.000,6.000
mcwilliam's660hilltops-cabernet-sauvignon2023,10331,MCWILLIAM'S 660 HILLTOPS CABERNET SAUVIGNON 2023  750ML.,ไวน์,,N,,,,,,,496.47,9311769004705,,,Y,,,496.47,Y,599.00,5.000,3.000,3.000
mcwilliam's-660-tumbarumba-chardonnay-2022-75cl.,10392,MCWILLIAM'S 660 TUMBARUMBA CHARDONNAY 2022 750 ml.,ไวน์,,N,,,,,,,496.47,9311769004668,,,Y,,บริษัท ทัช คอมเมอร์เชียล โฮลดิ้ง จำกัด,496.47,Y,599.00,4.000,3.000,6.000
mcwilliam's-660-tumbarumba-pinot-noir-2022-75cl.,10359,MCWILLIAM'S 660 TUMBARUMBA PINOT NOIR 2022 750 ml,ไวน์,,N,,,,,,,496.47,9311769004682,,,Y,,บริษัท ทัช คอมเมอร์เชียล โฮลดิ้ง จำกัด,496.47,Y,599.00,6.000,3.000,6.000
milkis-apple-250ml.,10644,MILKIS APPLE 250ML.,น้ำดื่ม เครื่องดื่ม และผงชงดื่ม,,N,,,,,,,31.30,809939084453,,,Y,,บริษัท ไอมาร์เก็ต (ไทยแลนด์) จำกัด,31.30,Y,39.00,13.000,12.000,30.000
milkis-melon-250ml.,10737,MILKIS MELON 250ML.,น้ำดื่ม เครื่องดื่ม และผงชงดื่ม,,N,,,,,,,31.30,8801056005672,,,Y,,บริษัท ไอมาร์เก็ต (ไทยแลนด์) จำกัด,31.30,Y,39.00,15.000,15.000,30.000
milkis-peach-250ml.,10645,MILKIS PEACH 250ML.,น้ำดื่ม เครื่องดื่ม และผงชงดื่ม,,N,,,,,,,31.30,809939084422,,,Y,,บริษัท ไอมาร์เก็ต (ไทยแลนด์) จำกัด,31.30,Y,39.00,8.000,12.000,30.000
milkis-refreshing-milk&yogurt-250ml.,10738,MILKIS REFRESHING MILK&YOGURT 250ML.,น้ำดื่ม เครื่องดื่ม และผงชงดื่ม,,N,,,,,,,31.30,809939073549,,,Y,,บริษัท ไอมาร์เก็ต (ไทยแลนด์) จำกัด,31.30,Y,39.00,12.000,15.000,30.000
milkis-strawberry-250ml.,10736,MILKIS STRAWBERRY 250ML.,น้ำดื่ม เครื่องดื่ม และผงชงดื่ม,,N,,,,,,,31.30,8801056791018,,,Y,,บริษัท ไอมาร์เก็ต (ไทยแลนด์) จำกัด,31.30,Y,39.00,14.000,12.000,30.000
monsoon-valley-colombard-750ml.,10913,MONSOON VALLEY COLOMBARD 750ML.,ไวน์,,N,,,,,,,550.00,8850382101053,,,Y,,บริษัท เตียเจริญ เบฟเวอเรจ จำกัด,550.00,Y,619.00,4.000,2.000,4.000
monsoon-valley-shiraz-750ml.,10914,MONSOON VALLEY SHIRAZ 750ML.,ไวน์,,N,,,,,,,550.00,8850382111045,,,Y,,บริษัท เตียเจริญ เบฟเวอเรจ จำกัด,550.00,Y,619.00,4.000,2.000,5.000
monsoon-valley-signature-red-750ml.,10915,MONSOON VALLEY SIGNATURE RED 750ML.,ไวน์,,N,,,,,,,550.00,8850382304034,,,Y,,บริษัท เตียเจริญ เบฟเวอเรจ จำกัด,550.00,Y,639.00,6.000,3.000,6.000
mont-clair-bin-1-winemaker's-selection-750-ml.,10910,MONT CLAIR BIN 1 WINEMAKER'S SELECTION 750 ML.,ไวน์,,N,,,,,,,354.00,8850382404451,,,Y,,บริษัท เตียเจริญ เบฟเวอเรจ จำกัด,354.00,Y,369.00,18.000,6.000,12.000
mont-clair-bin-5-red-reserve-750-ml.,10908,MONT CLAIR BIN 5 RED RESERVE 750 ML.,ไวน์,,N,,,,,,,355.00,8850382101213,,,Y,,บริษัท เตียเจริญ เบฟเวอเรจ จำกัด,355.00,Y,369.00,13.000,6.000,12.000
mont-clair-bin-9-reserve-shiraz-750-ml.,10909,MONT CLAIR BIN 9 RESERVE SHIRAZ 750 ML.,ไวน์,,N,,,,,,,355.00,8850382101206,,,Y,,บริษัท เตียเจริญ เบฟเวอเรจ จำกัด,355.00,Y,369.00,10.000,6.000,12.000
mont-clair-koala-red-reserve--1.5l,10907,MONT CLAIR KOALA RED RESERVE  1.5L,ไวน์,,N,,,,,,,540.00,8850382406509,,,Y,,บริษัท เตียเจริญ เบฟเวอเรจ จำกัด,540.00,Y,580.00,29.000,9.000,18.000
morakot-american-pale-ale,10731,Morakot American Pale Ale 330 ml,เบียร์คราฟท์,,N,,,,,,,175.00,JC10731,,,Y,,บริษัท กรุ๊ปบี จำกัด,175.00,Y,240.00,5.000,3.000,6.000
monlin-de-gassac-cadernet-sauvignon'23,10711,Moulin de Gassac Cadernet Sauvignon'23,ไวน์,,N,,,,,,,470.80,3257698301118,,,Y,,บริษัท อินดิเพนเด้นท์ ไวน์ แอนด์ สปิริต (ประเทศไทย) จำกัด,470.80,Y,599.00,1.000,1.000,3.000
monlin-de-gassac-merlot-2024,10710,Moulin de Gassac Merlot 2024,ไวน์,,N,,,,,,,470.80,3257698309107,,,Y,,บริษัท อินดิเพนเด้นท์ ไวน์ แอนด์ สปิริต (ประเทศไทย) จำกัด,470.80,Y,599.00,2.000,,
moute-premium-red-750ml-m-stelvin,10836,Moute Premium Red M Stelvin 750ml,ไวน์,,N,,,,,,,305.00,083051170359,,,Y,,บริษัท อินเตอร์ เบฟเวอเรจ กรุ๊ป จำกัด,305.00,Y,490.00,7.000,4.000,8.000
moute-premium-white-750ml.-m-stelvin,10838,Moute Premium White M Stelvin 750ml.,ไวน์,,N,,,,,,,305.00,083051170366,,,Y,,บริษัท อินเตอร์ เบฟเวอเรจ กรุ๊ป จำกัด,305.00,Y,490.00,6.000,3.000,6.000
moute-special-red-750ml-m-stelvin,10840,Moute Special Red M Stelvin 750ml,ไวน์,,N,,,,,,,305.00,083051170373,,,Y,,บริษัท อินเตอร์ เบฟเวอเรจ กรุ๊ป จำกัด,305.00,Y,490.00,6.000,4.000,8.000
mr.boston-cherry-brandy-1000-ml,10462,Mr.Boston Cherry Brandy 1000 ml,เหล้านำเข้า,,N,,,,,,,492.20,089000013173,,,Y,,บริษัท แอมโบรส ไวน์ จำกัด,492.20,Y,595.00,7.000,6.000,12.000
์nakin-40%-750ml.,10372,Nakin 40% 750ml.,สุราชุมชน,,N,,,,,,,772.50,JC10372,,,Y,,Nakin Beverage,772.50,Y,1059.00,9.000,6.000,
nakin-box-set-limited,10379,Nakin Box Set Limited,สุราชุมชน,,N,,,,,,,1871.74,JC10379,,,Y,,Nakin Beverage,1871.74,Y,2499.00,0.000,1.000,3.000
์nasan-700ml-40%,10245,NASAN  40%700ml,สุราชุมชน,,N,,,,,,,490.00,JC10245,,,Y,,บริษัท กรุ๊ปบี จำกัด,490.00,Y,590.00,2.000,3.000,6.000
nawa-nawa--500-ml,10558,NAWA NAWA  500 ML (ไวน์ขาว),ไวน์,,N,,,,,,,420.00,JC10558,,,Y,,Parichat Outlet,420.00,Y,550.00,21.000,12.000,24.000
nawa-nawa-jambol-plum-750-ml-(limited),10962,NAWA NAWA JAMBOL PLUM 750 ML (Limited),ไวน์,,N,,,,,,,940.00,JC10962,,,Y,,Parichat Outlet,940.00,Y,1450.00,6.000,3.000,12.000
nawa-nawa-jambol-plum-750-ml,10557,NAWA NAWA JAMBOL PLUM 750 ML (ไวน์แดง),ไวน์,,N,,,,,,,550.00,JC10557,,,Y,,Parichat Outlet,550.00,Y,699.00,13.000,12.000,24.000
nb-brauhaus-hefe-weissbier,10134,NB Brauhaus Hefe Weissbier 490 ml,เบียร์คราฟท์,,N,,,,,,,129.33,8855796036045,,,Y,,บริษัท เบียร์ทีค จำกัด,129.33,Y,190.00,4.000,3.000,9.000
nb-brauhaus-rauchbier-smoke-beer,10303,NB Brauhaus Rauchbier Smoke Beer 490 ml,เบียร์คราฟท์,,N,,,,,,,131.00,8855796036335,,,Y,,บริษัท เบียร์ทีค จำกัด,131.00,Y,180.00,6.000,3.000,9.000
nescafe-gold-ooffee-200-g-gift-set-2026,10935,NESCAFE GOLD OOFFEE 200-G GIFT SET 2026,กาแฟ,,N,,,,,,,593.85,8858663181985,,,Y,,บริษัท พิริยพูล อินเตอร์เนชั่นแนล จำกัด,593.85,Y,749.00,12.000,6.000,12.000
oakwood-gourmet-red-750ml-stelvin,10834,Oakwood Gourmet Red stelvin 750ml,ไวน์,,N,,,,,,,305.00,083051140154,,,Y,,บริษัท อินเตอร์ เบฟเวอเรจ กรุ๊ป จำกัด,305.00,Y,490.00,7.000,4.000,
oakwood-gourmet-white-750ml-stelvin,10837,Oakwood Gourmet White Stelvin 750ml,ไวน์,,N,,,,,,,305.00,083051140161,,,Y,,บริษัท อินเตอร์ เบฟเวอเรจ กรุ๊ป จำกัด,305.00,Y,490.00,5.000,3.000,6.000
onson-fornrm-750ml.,10341,ONSON FORNRUM 750ML.,สุราชุมชน,,N,,,,,,,732.50,8857200672610,,,Y,,บริษัท ออนโซล แลบ แอนด์ ดิสทิลลารี่,732.50,Y,1190.00,5.000,2.000,2.000
onson-gintanakarn-750ml.,10101,ONSON GINTANAKARN 750ML.,สุราชุมชน,,N,,,,,,,1493.18,8857200672603,,,Y,,บริษัท ออนโซล แลบ แอนด์ ดิสทิลลารี่,1355.46,Y,1980.00,5.000,2.000,2.000
orashon-seong-india-pale-ipa,10528,ORASHON SEONG INDIA PALE IPA 330 ml,เบียร์คราฟท์,,N,,,,,,,175.00,JC10528,,,Y,,บริษัท กรุ๊ปบี จำกัด,175.00,Y,219.00,0.000,3.000,6.000
original-landbier-zwick'l-500ml,10514,Original Landbier Zwick'l 500ml,เบียร์คราฟท์,,N,,,,,,,145.00,40173207,,,Y,,บริษัท เมอรี่ ริช ด๊อก จำกัด,145.00,Y,200.00,1.000,3.000,6.000
patron-xo-cafe-coffee-75cl,10991,PATRON XO CAFE COFFEE 75cl,เหล้านำเข้า,,N,,,,,,,2405.11,721733000036,,,Y,,บริษัท อินดิเพนเด้นท์ ไวน์ แอนด์ สปิริต (ประเทศไทย) จำกัด,2405.11,Y,2690.00,3.000,1.000,
pattaya-beach-beer-320ml,11036,Pattaya beach Beer 320ml,เบียร์คราฟท์,,N,,,,,,,40.17,8859753900400,,,Y,,บริษัท โดโด้ ลิเคอร์ สโตร์ จำกัด,40.17,Y,45.00,114.000,60.000,120.000
pattaya-beach-beer-490-ml,10016,Pattaya beach Beer 490 ml,เบียร์,,N,,,,,,,53.08,8859753900417,,,Y,,บริษัท ตะวันแดง ดีซีเอ็ม จำกัด,53.08,Y,60.00,130.000,24.000,48.000
pattron-silver-tequila-75cl,10990,PATTRON SILVER TEQUILA 75cl,เหล้านำเข้า,,N,,,,,,,2405.11,721733000029,,,Y,,บริษัท อินดิเพนเด้นท์ ไวน์ แอนด์ สปิริต (ประเทศไทย) จำกัด,2405.11,Y,2890.00,3.000,1.000,
paulaner-muncher-hell,10740,Paulaner Muncher Hell 500 ml,เบียร์คราฟท์,,N,,,,,,,195.00,4066600611028,,,Y,,บริษัท เกรท ไวน์แอนด์สปิริต จำกัด,195.00,Y,220.00,19.000,10.000,20.000
paulaner-weissbier-500-ml,10753,Paulaner Weissbier 500 ml,เบียร์คราฟท์,,N,,,,,,,195.00,4066600611981,,,Y,,บริษัท เกรท ไวน์แอนด์สปิริต จำกัด,195.00,Y,220.00,13.000,10.000,20.000
paulaner-weissbier-dunkel-500ml,10547,Paulaner Weissbier Dunkel 500ml,เบียร์คราฟท์,,N,,,,,,,191.08,4066600941972,,,Y,,บริษัท เมอรี่ ริช ด๊อก จำกัด,191.08,Y,220.00,20.000,10.000,20.000
penfolds-bin-2-shiraz-mataro'22,10255,Penfolds Bin 2 Shiraz Mataro'22,ไวน์,,N,,,,,,,882.75,9310297042906,,,Y,,บริษัท อินดิเพนเด้นท์ ไวน์ แอนด์ สปิริต (ประเทศไทย) จำกัด,882.75,Y,999.00,5.000,1.000,2.000
penfolds-bin-389-cabernet-shiraz-2022,10343,Penfolds Bin 389 Cabernet Shiraz 2022,ไวน์,,N,,,,,,,2546.60,9310297042982,,,Y,,บริษัท อินดิเพนเด้นท์ ไวน์ แอนด์ สปิริต (ประเทศไทย) จำกัด,2546.60,Y,3499.00,2.000,1.000,2.000
penfolds-bin-8-shiraz-cabernet'23,10302,Penfolds Bin 8 Shiraz Cabernet'23,ไวน์,,N,,,,,,,1134.20,9310297651481,,,Y,,บริษัท อินดิเพนเด้นท์ ไวน์ แอนด์ สปิริต (ประเทศไทย) จำกัด,1134.20,Y,1399.00,6.000,1.000,2.000
penfolds-koonunga-hill-cabernet-sauvignon'23,10460,Penfolds Koonunga Hill Cabernet Sauvignon'24,ไวน์,,N,,,,,,,588.50,9310297018246,,,Y,,บริษัท อินดิเพนเด้นท์ ไวน์ แอนด์ สปิริต (ประเทศไทย) จำกัด,588.50,Y,699.00,6.000,,3.000
penfolds-koonunga-hill-shiraz'23,10388,Penfolds Koonunga Hill Shiraz'23,ไวน์,,N,,,,,,,588.50,9310297018222,,,Y,,บริษัท อินดิเพนเด้นท์ ไวน์ แอนด์ สปิริต (ประเทศไทย) จำกัด,,Y,699.00,6.000,1.000,3.000
penfolds-max's-cabernet-sauvignon19,10443,Penfolds Max's Cabernet Sauvignon19,ไวน์,,N,,,,,,,738.30,9310297009473,,,Y,,บริษัท อินดิเพนเด้นท์ ไวน์ แอนด์ สปิริต (ประเทศไทย) จำกัด,738.30,Y,949.00,4.000,2.000,4.000
penfolds-max's-chardonnay'24,10497,Penfolds Max's Chardonnay'24,ไวน์,,N,,,,,,,738.30,9310297010523,,,Y,,บริษัท อินดิเพนเด้นท์ ไวน์ แอนด์ สปิริต (ประเทศไทย) จำกัด,738.30,Y,949.00,2.000,1.000,2.000
penfolds-max's-shiraz-cabernet'21,10458,Penfolds Max's Shiraz Cabernet'21,ไวน์,,N,,,,,,,738.30,9310297009428,,,Y,,บริษัท อินดิเพนเด้นท์ ไวน์ แอนด์ สปิริต (ประเทศไทย) จำกัด,738.30,Y,949.00,2.000,1.000,2.000
penfolds-max's-shiraz'21,10451,Penfolds Max's Shiraz'21,ไวน์,,N,,,,,,,738.30,9310297009459,,,Y,,บริษัท อินดิเพนเด้นท์ ไวน์ แอนด์ สปิริต (ประเทศไทย) จำกัด,738.30,Y,949.00,4.000,2.000,4.000
peninsula-330ml,10995,Peninsula 330ml,สุราชุมชน,,N,,,,,,,300.00,JC10995,,,Y,,วสช.ปักใต้ (spirit of Songkhla),300.00,Y,390.00,2.000,1.000,2.000
pheebok---away-gee,10276,PHEEBOK   Away Gee 490 ml,เบียร์คราฟท์,,N,,,,,,,189.00,8855796036809,,,Y,,บริษัท กรุ๊ปบี จำกัด,189.00,Y,280.00,0.000,3.000,9.000
pheebok--sawasdee-ipa,10264,PHEEBOK  Sawasdee IPA 490 ml,เบียร์คราฟท์,,N,,,,,,,149.00,8855796022253,,,Y,,บริษัท กรุ๊ปบี จำกัด,149.00,Y,190.00,2.000,5.000,9.000
pheebok-beer-thai-craft-lager,10568,Pheebok Beer Thai Craft Lager 490 ml,เบียร์คราฟท์,,N,,,,,,,99.00,8855796040240,,,Y,,บริษัท กรุ๊ปบี จำกัด,99.00,Y,125.00,0.000,3.000,6.000
pheebok-khunprachuay-490ml,10187,Pheebok Khunprachuay 490ml,เบียร์คราฟท์,,N,,,,,,,199.00,8855796039220,,,Y,,บริษัท กรุ๊ปบี จำกัด,199.00,Y,250.00,4.000,3.000,6.000
pheebok-thon-west-coast-plisner,10733,Pheebok Thon West Coast Plisner 330 ml,เบียร์คราฟท์,,N,,,,,,,165.00,JC10733,,,Y,,บริษัท กรุ๊ปบี จำกัด,165.00,Y,229.00,4.000,3.000,6.000
pheebok-wit-sayong,10143,PHEEBOK Wit Sayong 490 ml,เบียร์คราฟท์,,N,,,,,,,130.00,8855796022956,,,Y,,บริษัท กรุ๊ปบี จำกัด,130.00,Y,170.00,7.000,3.000,9.000
piccanti-vino-bianco-d'italia-chardonnay-75cl.,10358,PICCANTI VINO BIANCO D'ITALIA CHARDONNAY 75CL.,ไวน์,,N,,,,,,,350.89,8002793026320,,,Y,,บริษัท ทัช คอมเมอร์เชียล โฮลดิ้ง จำกัด,0.00,Y,399.00,13.000,3.000,6.000
piccanti-vino-rosso-d'italia-cabernet-75cl.,10394,PICCANTI VINO ROSSO D'ITALIA CABERNET 750 ml.,ไวน์,,N,,,,,,,351.26,8002793026351,,,Y,,บริษัท ทัช คอมเมอร์เชียล โฮลดิ้ง จำกัด,0.00,Y,399.00,10.000,3.000,6.000
piccanti-vino-rosso-d'italia-merot-75cl.,10393,PICCANTI VINO ROSSO D'ITALIA MERLOT 750 ml.,ไวน์,,N,,,,,,,350.90,8002793026368,,,Y,,บริษัท ทัช คอมเมอร์เชียล โฮลดิ้ง จำกัด,0.00,Y,399.00,9.000,3.000,6.000
portento-merlot-750ml.,10789,Portento Merlot 750ml.,ไวน์,,N,,,,,,,636.65,8437003605031,,,Y,,บริษัท เกรท ไวน์แอนด์สปิริต จำกัด,636.65,Y,790.00,3.000,2.000,3.000
portento-sauvgnon-blanc-750ml.,10842,Portento Sauvgnon blanc 750ml.,ไวน์,,N,,,,,,,609.37,8437003605086,,,Y,,บริษัท เกรท ไวน์แอนด์สปิริต จำกัด,609.37,Y,790.00,3.000,2.000,3.000
portento-syrah-750ml.,10790,Portento Syrah 750ml.,ไวน์,,N,,,,,,,636.65,8437003605024,,,Y,,บริษัท เกรท ไวน์แอนด์สปิริต จำกัด,636.65,Y,790.00,3.000,2.000,
portento-tempranillo-750ml.,10794,Portento Tempranillo 750ml.,ไวน์,,N,,,,,,,545.70,8437003605017,,,Y,,บริษัท เกรท ไวน์แอนด์สปิริต จำกัด,545.70,Y,790.00,5.000,2.000,
premiun-onson-coconut-flower750ml.,10133,PREMIUM ONSON COCONUT FLOWER750ML.,สุราชุมชน,,N,,,,,,,1322.23,8857124198531,,,Y,,บริษัท ออนโซล แลบ แอนด์ ดิสทิลลารี่,1322.23,Y,1890.00,5.000,1.000,2.000
premium-pinot-noir-750ml,10948,Premium PINOT NOIR 750ML,ไวน์,,N,,,,,,,500.00,JC10948,,,Y,,บริษัท ทองคำ เอสเตท จำกัด,,Y,699.00,6.000,5.000,
quality-house-bourbon-whiskey-1l.,10861,Quality House Bourbon Whiskey 1L.,เหล้านำเข้า,,N,,,,,,,886.76,096749011223,,,Y,,บริษัท ไวน์ แอนด์ สปิริท ดิสทริบิวชั่น จำกัด,886.76,Y,1199.00,4.000,3.000,6.000
quality-house-bourbon-whiskey-750ml.,10860,Quality House Bourbon Whiskey 750ML.,เหล้านำเข้า,,N,,,,,,,725.78,096749011322,,,Y,,บริษัท ไวน์ แอนด์ สปิริท ดิสทริบิวชั่น จำกัด,725.78,Y,999.00,5.000,3.000,6.000
ramasun-hazy-pale-ale,10212,Ramasun Hazy pale ale 490 ml,เบียร์คราฟท์,,N,,,,,,,169.00,8855796039442,,,Y,,บริษัท กรุ๊ปบี จำกัด,169.00,Y,229.00,6.000,3.000,6.000
rawson's-retreat-cabernet-sanvignon'23,10640,Rawson's Retreat Cabernet Sanvignon'23,ไวน์,,N,,,,,,,428.00,9310297005307,,,Y,,บริษัท อินดิเพนเด้นท์ ไวน์ แอนด์ สปิริต (ประเทศไทย) จำกัด,428.00,Y,599.00,0.000,1.000,3.000
rawson's-retreat-merlot'23,10618,Rawson's Retreat Merlot'23,ไวน์,,N,,,,,,,428.00,9310297005147,,,Y,,บริษัท อินดิเพนเด้นท์ ไวน์ แอนด์ สปิริต (ประเทศไทย) จำกัด,428.00,Y,599.00,7.000,1.000,3.000
rayong-craft-spirits(น้ำตาลดอกมะพร้าว.สับปะรด.น้ำตาลโตนด),10404,RAYONG CRAFT Spirits(น้ำตาลดอกมะพร้าว.สับปะรด.น้ำตาลโตนด),สุราชุมชน,,N,,,,,,,565.00,JC10404,,,Y,,บริษัท ระยองพรีเมียมคราฟต์ สปิริตส์ จำกัด,565.00,Y,790.00,4.000,6.000,12.000
